cycle,ts,dopamine,serotonin,glutamate,gaba,noradrenaline,acetylcholine,histamine,orexin,bdnf,adenosine,endocannabinoid_2ag,cortisol,exploration_bias,plasticity_level,adaptive_threshold,survivors,participated,weakened,effectiveness,reciprocal_gate,allostatic_load
676,1783778720,0.349767,0.337261,0.690053,0.492938,0.848268,0.507268,0.4401,0.7531,0.876,0.599816,0.028066,0.1423778204109197,0.8190633847496055,0.9335672925234777,0.861146673044872,10.0,93.0,83.0,-0.0033465458997953565,0.3402459294045882,0.08701533413905825
677,1783778739,0.354888,0.340077,0.689248,0.492842,0.848269,0.506901,0.44,0.753,0.8733,0.599997,0.01684,0.1423778204109197,0.8176008029213975,0.9324702344238261,0.8694552581236621,14.0,96.0,82.0,0.004723877409660085,0.34004689058321175,0.08701533413905825
678,1783778758,0.349065,0.336875,0.690164,0.492952,0.848269,0.507317,0.44,0.7528,0.8706,0.600337,0.010104,0.1423778204109197,0.8192650564109327,0.9337183030781718,0.8512925232073428,12.0,91.0,79.0,-0.00536196022297254,0.33963306340824817,0.08701533413905825
679,1783778777,0.349459,0.337091,0.690102,0.492944,0.848269,0.507288,0.4399,0.7527,0.8688,0.60034,0.006062,0.1423778204109197,0.8191530937222617,0.9336342098636834,0.8374524524490161,13.0,89.0,76.0,0.0003630327437688143,0.33957784438577376,0.08701533413905825
680,1783778797,0.350038,0.33741,0.690012,0.492933,0.848269,0.507247,0.4399,0.7525,0.8685,0.600512,0.003637,0.1423778204109197,0.8189882604705232,0.9335104639908502,0.8687046995300104,16.0,93.0,77.0,0.0005335412100163829,0.3393383310700416,0.08701533413905825
681,1783778816,0.34961,0.337174,0.690079,0.492942,0.84827,0.507277,0.4398,0.7523,0.8684,0.600657,0.002182,0.1423778204109197,0.8191110328263984,0.9336024225868215,0.8412129452296225,13.0,98.0,85.0,-0.00039365560649685423,0.3391199717490291,0.08701533413905825
682,1783778835,0.349305,0.337007,0.690127,0.492948,0.84827,0.507298,0.4397,0.7522,0.8688,0.600568,0.001309,0.1423778204109197,0.8191987647938822,0.933668101153736,0.8380981467967505,13.0,92.0,79.0,-0.0002806796879851026,0.3391736402243204,0.08701533413905825
683,1783778854,0.348565,0.336599,0.690244,0.492962,0.84827,0.507351,0.4398,0.752,0.8641,0.600134,0.000785,0.1423778204109197,0.8194108015436197,0.9338270085687235,0.8580370406378579,8.0,90.0,82.0,-0.000681219555782797,0.3396610281570243,0.08701533413905825
684,1783778874,0.348711,0.33668,0.690221,0.492959,0.84827,0.50734,0.4398,0.7519,0.8654,0.600394,0.000471,0.1423778204109197,0.8193695729684618,0.9337959672505719,0.8687475217736342,10.0,93.0,83.0,0.00013497205944721326,0.33939159970991695,0.08701533413905825
685,1783778893,0.349089,0.336888,0.690162,0.492952,0.848271,0.507312,0.4398,0.7517,0.8655,0.600494,0.000283,0.1423778204109197,0.8192620708501279,0.9337152210347246,0.8569153135678377,15.0,92.0,77.0,0.00034859083145512856,0.33926699979694186,0.08701533413905825
686,1783778912,0.349037,0.336859,0.690171,0.492953,0.848271,0.507316,0.4397,0.7516,0.8674,0.600494,0.00017,0.1423778204109197,0.8192776768036583,0.9337268061316184,0.8555620737108216,14.0,91.0,77.0,-4.8207882129703025e-05,0.3392497798578593,0.08701533413905825
687,1783778931,0.34869,0.336668,0.690225,0.49296,0.848271,0.50734,0.4398,0.7514,0.869,0.600338,0.000102,0.1423778204109197,0.8193772198885153,0.9338013443350116,0.8589776252122526,13.0,95.0,82.0,-0.0003187189080305043,0.3394218059005014,0.08701533413905825
688,1783778951,0.347496,0.336012,0.690413,0.492982,0.848271,0.507425,0.4398,0.7513,0.8704,0.600336,6.1e-05,0.1423778204109197,0.8197188884419271,0.9340574768969893,0.8308742710059868,13.0,92.0,79.0,-0.001098674824242734,0.339435384130351,0.08701533413905825
689,1783778970,0.347483,0.336005,0.690416,0.492983,0.848272,0.507425,0.4398,0.7511,0.8712,0.600461,3.7e-05,0.1423778204109197,0.8197231393011034,0.9340605464446267,0.8477015668030509,14.0,94.0,80.0,-1.161765089791802e-05,0.3392959888912456,0.08701533413905825
690,1783778989,0.349248,0.336975,0.690139,0.49295,0.848272,0.507299,0.4397,0.751,0.8739,0.600732,2.2e-05,0.1423778204109197,0.8192193895254578,0.9336826157716558,0.8653542274622863,13.0,101.0,88.0,0.0016258035095622649,0.33896613222387184,0.08701533413905825
691,1783779009,0.347226,0.335863,0.690457,0.492988,0.848272,0.507443,0.4396,0.7508,0.8758,0.600818,1.3e-05,0.1423778204109197,0.8197978188410566,0.9341163196718012,0.857337292443203,13.0,96.0,83.0,-0.0018613224476732785,0.33882345255671037,0.08701533413905825
692,1783779028,0.348509,0.336569,0.690255,0.492963,0.848272,0.507351,0.4397,0.7507,0.8771,0.60052,8e-06,0.1423778204109197,0.8194316813628351,0.9338415987304438,0.8419660104046411,13.0,92.0,79.0,0.0011819868785303278,0.33913541678969716,0.08701533413905825
693,1783779047,0.348378,0.336497,0.690276,0.492966,0.848273,0.50736,0.4397,0.7505,0.8853,0.600493,5e-06,0.1423778204109197,0.8194695635946048,0.9338698928246238,0.851808121853948,15.0,89.0,74.0,-0.00012001569678018053,0.339177051752788,0.08701533413905825
694,1783779067,0.348761,0.336707,0.690216,0.492959,0.848273,0.507332,0.4397,0.7504,0.8968,0.600314,3e-06,0.1423778204109197,0.8193608215401584,0.933788218956372,0.8526685213143231,13.0,92.0,79.0,0.0003525148994236584,0.3393985162269516,0.08701533413905825
695,1783779086,0.346695,0.335571,0.690541,0.492999,0.848273,0.507479,0.4398,0.7503,0.9006,0.599989,2e-06,0.1423778204109197,0.8199517480921633,0.9342312967943776,0.8632541455042549,17.0,93.0,76.0,-0.0019013177812035216,0.33981174135886616,0.08701533413905825
696,1783779106,0.352879,0.338972,0.68957,0.492882,0.848273,0.507037,0.4401,0.7501,0.9029,0.598807,1e-06,0.1423778204109197,0.818185382809933,0.9329064060073192,0.8692506905594926,13.0,91.0,78.0,0.005701323430901852,0.3412682589512063,0.08701533413905825
697,1783779125,0.347301,0.335905,0.690447,0.492987,0.848274,0.507435,0.4402,0.75,0.9048,0.598946,1e-06,0.1423778204109197,0.8197794718638831,0.9341018562222039,0.8755890632929709,14.0,93.0,79.0,-0.005133372314465184,0.34129640126584443,0.08701533413905825
698,1783779145,0.353895,0.339531,0.689411,0.492863,0.848274,0.506964,0.4404,0.7499,0.9062,0.59882,1e-06,0.1423778204109197,0.8178961911466285,0.9326892793576929,0.8635024382802501,15.0,85.0,70.0,0.006080272436095822,0.3415620808860911,0.08701533413905825
699,1783779164,0.348865,0.336765,0.690202,0.492958,0.848274,0.507323,0.4404,0.7498,0.9067,0.599006,1e-06,0.1423778204109197,0.8193336979396607,0.9337672933741077,0.8459065577359505,13.0,90.0,77.0,-0.004630968437407346,0.3414403766202637,0.08701533413905825
700,1783779184,0.348212,0.336406,0.690304,0.49297,0.848274,0.507369,0.4405,0.7497,0.9075,0.598754,1e-06,0.1423778204109197,0.8195208649688991,0.9339075528150946,0.8535102856581032,14.0,92.0,78.0,-0.0006010894184622407,0.3417827436341846,0.08701533413905825
701,1783779203,0.348212,0.336406,0.690305,0.49297,0.848275,0.507368,0.4405,0.7496,0.908,0.599056,1e-06,0.1423778204109197,0.8195213894602469,0.9339078305992905,0.8723735509929851,13.0,93.0,80.0,3.3481322923117756e-07,0.34148964054392916,0.08701533413905825
702,1783779223,0.348732,0.336691,0.690223,0.492961,0.848275,0.507331,0.4405,0.7494,0.9084,0.599161,1e-06,0.1423778204109197,0.8193734730284823,0.9337967779369923,0.8705830978306002,13.0,90.0,77.0,0.00047872944520144077,0.34137196838075035,0.08701533413905825
703,1783779242,0.350712,0.337781,0.689912,0.492923,0.848275,0.507189,0.4405,0.7493,0.9076,0.599069,1e-06,0.1423778204109197,0.8188081712328112,0.9333726864968207,0.8539090106771816,12.0,92.0,80.0,0.001824892932270754,0.3414716578665253,0.08701533413905825
704,1783779262,0.348456,0.33654,0.690267,0.492966,0.848275,0.50735,0.4405,0.7492,0.9059,0.599366,1e-06,0.1423778204109197,0.8194533362435323,0.93385644540572,0.853535090313321,16.0,86.0,70.0,-0.002077080746896464,0.3411265805065677,0.08701533413905825
705,1783779281,0.349395,0.337056,0.69012,0.492948,0.848276,0.507282,0.4405,0.749,0.9077,0.598929,1e-06,0.1423778204109197,0.8191856732864896,0.9336555835822961,0.8436136495582021,15.0,91.0,76.0,0.0008647987415153068,0.34160858635459723,0.08701533413905825
706,1783779301,0.347966,0.33627,0.690345,0.492975,0.848276,0.507384,0.4405,0.7489,0.8933,0.599096,1e-06,0.1423778204109197,0.8195944672541766,0.9339620646951451,0.8660739969964976,6.0,96.0,90.0,-0.0013151859522777967,0.3414430304482181,0.08701533413905825
707,1783779321,0.348255,0.336429,0.6903,0.49297,0.848276,0.507363,0.4405,0.7488,0.8822,0.599283,1e-06,0.1423778204109197,0.8195122360946229,0.9339002772045197,0.8493654358814343,16.0,91.0,75.0,0.0002669805801453961,0.3412233813137526,0.08701533413905825
708,1783779340,0.346616,0.335528,0.690558,0.493001,0.848276,0.50748,0.4405,0.7486,0.8747,0.599416,1e-06,0.1423778204109197,0.8199810663669614,0.9342517860290022,0.87697722887665,14.0,90.0,76.0,-0.0015080704921071803,0.3410435869196269,0.08701533413905825
709,1783779360,0.34704,0.335761,0.690491,0.492993,0.848276,0.507449,0.4404,0.7485,0.869,0.599699,1e-06,0.1423778204109197,0.8198606975747484,0.9341613957954957,0.8492648925543861,12.0,94.0,82.0,0.00038973447737105217,0.34067689084373876,0.08701533413905825
710,1783779379,0.350231,0.337516,0.68999,0.492934,0.848277,0.507221,0.4404,0.7483,0.8646,0.599501,1e-06,0.1423778204109197,0.8189492845548614,0.9334777226308981,0.8620267859672254,12.0,92.0,80.0,0.0029405418246249474,0.3408519435906171,0.08701533413905825
711,1783779399,0.353786,0.339471,0.689432,0.492867,0.848277,0.506966,0.4403,0.7482,0.8604,0.599641,1e-06,0.1423778204109197,0.8179340990330498,0.9327162203287646,0.8468660663720542,11.0,96.0,85.0,0.003278367975137517,0.34067068051343197,0.08701533413905825
712,1783779419,0.35095,0.337912,0.689878,0.49292,0.848277,0.507169,0.4403,0.748,0.8571,0.599526,1e-06,0.1423778204109197,0.8187448760683855,0.9333241901826438,0.8681213544488481,12.0,90.0,78.0,-0.002612631431340586,0.34077749635940235,0.08701533413905825
713,1783779439,0.349881,0.337323,0.690046,0.49294,0.848277,0.507245,0.4402,0.7479,0.8532,0.5998,1e-06,0.1423778204109197,0.8190510867754766,0.9335537355277413,0.848501413393771,10.0,93.0,83.0,-0.0009852052864072307,0.3404484474515816,0.08701533413905825
714,1783779458,0.352383,0.3387,0.689653,0.492893,0.848278,0.507065,0.4402,0.7477,0.8515,0.599977,1e-06,0.1423778204109197,0.8183365034911395,0.9330176856159222,0.835398428029707,15.0,92.0,77.0,0.0023072972382780855,0.3402010532161071,0.08701533413905825
715,1783779478,0.347649,0.336096,0.690397,0.492982,0.848278,0.507403,0.4401,0.7475,0.8502,0.600094,1e-06,0.1423778204109197,0.8196897948299589,0.9340325419073788,0.8675952456061591,15.0,88.0,73.0,-0.004358137332142876,0.34001371725127494,0.08701533413905825
716,1783779498,0.348371,0.336493,0.690284,0.492969,0.848278,0.507351,0.44,0.7474,0.8564,0.600175,1e-06,0.1423778204109197,0.8194840311842747,0.9338781071956258,0.8609228373431188,9.0,97.0,88.0,0.0006650352880118198,0.33986890207589243,0.08701533413905825
717,1783779518,0.348377,0.336496,0.690284,0.492969,0.848278,0.50735,0.44,0.7472,0.8629,0.600157,1e-06,0.1423778204109197,0.819482818446418,0.9338770858991723,0.8743565755221265,11.0,90.0,79.0,5.8657464340006515e-06,0.3398454714531246,0.08701533413905825
718,1783779537,0.348377,0.336496,0.690284,0.492969,0.848279,0.50735,0.44,0.7471,0.8683,0.600141,0.237815,0.1423778204109197,0.819483328619814,0.9338773570198522,0.8447071815617363,12.0,94.0,82.0,3.0956020044556195e-07,0.3398353500171872,0.08701533413905825
719,1783779557,0.346803,0.335631,0.690531,0.492999,0.848279,0.507462,0.4399,0.7469,0.8712,0.600274,0.142689,0.1423778204109197,0.8199333932634325,0.9342147942261599,0.8653300888803693,14.0,92.0,78.0,-0.0014477499655839777,0.339660125012031,0.08701533413905825
720,1783779578,0.348059,0.336321,0.690334,0.492975,0.848279,0.507372,0.44,0.7468,0.8687,0.599884,0.085613,0.1423778204109197,0.8195751056028915,0.9339459674365802,0.8708726767987065,17.0,90.0,73.0,0.001156427148090661,0.3400907675084217,0.08701533413905825
721,1783779597,0.347648,0.336095,0.690399,0.492983,0.848279,0.507401,0.4401,0.7466,0.8679,0.599551,0.051368,0.1423778204109197,0.8196930748637954,0.9340343335695903,0.836995090055803,14.0,97.0,83.0,-0.00037813827183794265,0.34051215725589523,0.08701533413905825
722,1783779617,0.348191,0.336394,0.690314,0.492973,0.84828,0.507362,0.4402,0.7465,0.8666,0.599295,0.030821,0.1423778204109197,0.8195384742717389,0.9339182725436623,0.8701930823415969,11.0,94.0,83.0,0.0005001129209211176,0.34087611007912655,0.08701533413905825
723,1783779637,0.350018,0.337399,0.690027,0.492938,0.84828,0.507231,0.4402,0.7464,0.8678,0.599457,0.018493,0.1423778204109197,0.8190169365522969,0.9335270089022579,0.8690612691961797,15.0,91.0,76.0,0.0016833634226526037,0.34076051705538857,0.08701533413905825
724,1783779657,0.351063,0.337973,0.689863,0.492918,0.84828,0.507156,0.4403,0.7463,0.8686,0.59937,0.011096,0.1423778204109197,0.8187190153754788,0.9333034578971664,0.8709662220668474,15.0,93.0,78.0,0.0009627038664637136,0.3408956619387721,0.08701533413905825
725,1783779677,0.348329,0.33647,0.690292,0.492971,0.84828,0.507351,0.4403,0.7461,0.8696,0.599516,0.006658,0.1423778204109197,0.819500471855724,0.9338894403635032,0.8531137224042432,13.0,91.0,78.0,-0.0025162901807754103,0.3407570833571403,0.08701533413905825
726,1783779697,0.348105,0.336346,0.690328,0.492975,0.84828,0.507366,0.4403,0.746,0.8756,0.59964,0.003995,0.1423778204109197,0.8195651956630111,0.9339378735530413,0.8703602644688742,14.0,91.0,77.0,-0.00020663591783238785,0.34061595834999825,0.08701533413905825
727,1783779717,0.348291,0.336449,0.690299,0.492972,0.848281,0.507353,0.4402,0.7458,0.882,0.599612,0.002397,0.1423778204109197,0.8195123628561953,0.9338981395092136,0.8539899237880315,13.0,93.0,80.0,0.0001721673302217882,0.3406370108449987,0.08701533413905825
728,1783779737,0.349307,0.337008,0.69014,0.492953,0.848281,0.50728,0.4403,0.7457,0.8877,0.5994,0.001438,0.1423778204109197,0.8192227525496762,0.9336808225671143,0.8583046996438906,15.0,92.0,77.0,0.0009354276704318181,0.34088230759149907,0.08701533413905825
729,1783779757,0.348494,0.336561,0.690267,0.492968,0.848281,0.507337,0.4403,0.7456,0.8912,0.599454,0.000863,0.1423778204109197,0.8194553654133927,0.933855173228495,0.8721896461983448,13.0,89.0,76.0,-0.0007477118372051963,0.3408418953140493,0.08701533413905825
730,1783779778,0.36267,0.344357,0.68804,0.492701,0.848281,0.506325,0.4404,0.7454,0.8957,0.599146,0.000518,0.1423778204109197,0.8154056787839356,0.9308177994950997,0.854415933410481,12.0,94.0,82.0,0.013104152895621612,0.3412148467198346,0.08701533413905825
731,1783779797,0.358083,0.341835,0.688761,0.492787,0.848282,0.506652,0.4406,0.7453,0.8971,0.597956,0.000311,0.1423778204109197,0.8167167178312182,0.9318009702436665,0.8306736102669573,16.0,90.0,74.0,-0.004234381111198534,0.3426645127038841,0.08701533413905825
732,1783779818,0.348212,0.336405,0.690313,0.492974,0.848282,0.507356,0.4407,0.7452,0.9012,0.598461,0.000187,0.1423778204109197,0.8195376234473631,0.9339165411425931,0.8628846873327971,14.0,95.0,81.0,-0.009088075892622977,0.3422503788927188,0.08701533413905825
733,1783779838,0.360296,0.343052,0.688414,0.492746,0.848282,0.506493,0.4407,0.745,0.9042,0.598881,0.000112,0.1423778204109197,0.8160856135800321,0.9313274256519355,0.8701473452452847,15.0,95.0,80.0,0.011163060137708713,0.34181838522490315,0.08701533413905825
734,1783779858,0.348793,0.336725,0.690222,0.492963,0.848282,0.507314,0.4407,0.7449,0.9051,0.598874,6.7e-05,0.1423778204109197,0.819372502732431,0.9337924846484097,0.8478188301343339,12.0,93.0,81.0,-0.010591368861767895,0.3418182496574321,0.08701533413905825
735,1783779878,0.348403,0.33651,0.690284,0.49297,0.848282,0.507342,0.4406,0.7447,0.9057,0.599242,4e-05,0.1423778204109197,0.8194845609077548,0.9338764206337263,0.8431797596461029,13.0,94.0,81.0,-0.00035922511752841025,0.3413790147602024,0.08701533413905825
736,1783779898,0.348898,0.336783,0.690206,0.492961,0.848283,0.507306,0.4407,0.7446,0.9057,0.59871,2.4e-05,0.1423778204109197,0.819343718720291,0.9337706815679192,0.8764045815757301,15.0,87.0,72.0,0.0004558135443390627,0.3419569103321417,0.08701533413905825
737,1783779918,0.348898,0.336783,0.690206,0.492961,0.848283,0.507306,0.4406,0.7445,0.906,0.599021,0.357265,0.1423778204109197,0.8193442088398738,0.933770941952684,0.8632433204501087,14.0,89.0,75.0,2.987682348347569e-07,0.34162205723249905,0.08701533413905825
738,1783779939,0.348968,0.336821,0.690196,0.492959,0.848283,0.5073,0.4406,0.7443,0.9067,0.599348,0.214359,0.1423778204109197,0.8193246144363252,0.9337561391647099,0.8491535353641566,14.0,90.0,76.0,6.502816127222907e-05,0.34121950006274937,0.08701533413905825
739,1783779959,0.348263,0.336434,0.690307,0.492973,0.848283,0.50735,0.4405,0.7442,0.9075,0.599497,0.128615,0.1423778204109197,0.8195265193461179,0.9339074610806777,0.8696997443106091,14.0,93.0,79.0,-0.0006487492413551818,0.34099079004392463,0.08701533413905825
740,1783779980,0.34817,0.336382,0.690322,0.492976,0.848284,0.507357,0.4404,0.744,0.9087,0.599688,0.392702,0.1423778204109197,0.8195536777390459,0.9339277233272616,0.8600156151239899,16.0,94.0,78.0,-8.564653650851806e-05,0.3407096130307472,0.08701533413905825
741,1783780000,0.34817,0.336382,0.690322,0.492976,0.848284,0.507356,0.4403,0.7439,0.9048,0.599808,0.235621,0.1423778204109197,0.8195541637848901,0.9339279815311289,0.8504256318467208,10.0,91.0,81.0,2.965794454197094e-07,0.340504889121523,0.08701533413905825
742,1783780020,0.348495,0.336561,0.690271,0.492969,0.848284,0.507333,0.4402,0.7437,0.9009,0.599889,0.141373,0.1423778204109197,0.8194617599311999,0.9338585725272751,0.853645847431258,16.0,91.0,75.0,0.0002996412446763208,0.3403500023850661,0.08701533413905825
743,1783780040,0.348495,0.336561,0.690271,0.492969,0.848284,0.507332,0.4402,0.7436,0.8982,0.600001,0.084824,0.1423778204109197,0.8194622439588399,0.933858829650686,0.8537691775340267,15.0,85.0,70.0,2.9549219448293083e-07,0.34016612166954624,0.08701533413905825
744,1783780061,0.348495,0.336561,0.690271,0.492969,0.848284,0.507332,0.4401,0.7434,0.8959,0.600301,0.050894,0.1423778204109197,0.8194627269820003,0.9338590862363434,0.8690161485271973,17.0,93.0,76.0,2.949518125117126e-07,0.3397618051686824,0.08701533413905825
745,1783780082,0.348495,0.336561,0.690272,0.49297,0.848285,0.507331,0.44,0.7433,0.8944,0.600308,0.030536,0.1423778204109197,0.8194632090037449,0.9338593422858876,0.8830410774330775,13.0,92.0,79.0,2.944129089540755e-07,0.33968052361807766,0.08701533413905825
746,1783780102,0.349129,0.33691,0.690172,0.492958,0.848285,0.507286,0.4399,0.7431,0.8933,0.600401,0.018322,0.1423778204109197,0.8192826740826812,0.9337238358426191,0.8753508249616783,15.0,92.0,77.0,0.0005837421302954157,0.3395187865326543,0.08701533413905825
747,1783780123,0.348772,0.336713,0.690229,0.492964,0.848285,0.507311,0.4398,0.7429,0.8915,0.600661,0.010993,0.1423778204109197,0.8193850589440722,0.9338005194498324,0.8860956214848763,17.0,86.0,69.0,-0.0003281322630093464,0.339163870572858,0.08701533413905825
748,1783780143,0.348235,0.336418,0.690313,0.492975,0.848285,0.507349,0.4397,0.7428,0.8902,0.600938,0.006596,0.1423778204109197,0.8195388666464996,0.9339157704008143,0.8575464102644755,14.0,96.0,82.0,-0.000493790804727557,0.33877056940100064,0.08701533413905825
749,1783780164,0.348571,0.336603,0.690261,0.492968,0.848286,0.507325,0.4396,0.7426,0.8893,0.601156,0.003958,0.1423778204109197,0.8194435403596444,0.9338441710721784,0.8451092760288507,14.0,89.0,75.0,0.0003090395097985173,0.3384319185807003,0.08701533413905825
750,1783780184,0.348868,0.336767,0.690214,0.492963,0.848286,0.507303,0.4395,0.7424,0.8882,0.601303,0.002375,0.1423778204109197,0.819358932864289,0.9337806110488669,0.84602132945546,13.0,94.0,81.0,0.00027451524858084853,0.3381740030064902,0.08701533413905825
751,1783780204,0.348869,0.336767,0.690215,0.492963,0.848286,0.507303,0.4394,0.7422,0.8827,0.601486,0.001425,0.1423778204109197,0.8193594089412024,0.9337808639158143,0.8439311575713251,8.0,90.0,82.0,2.9121305429521e-07,0.33788042210454317,0.08701533413905825
752,1783780225,0.348719,0.336684,0.690238,0.492966,0.848286,0.507313,0.4393,0.7421,0.8757,0.601603,0.000855,0.1423778204109197,0.8194025507044727,0.9338131162579475,0.8774261780838228,10.0,94.0,84.0,-0.0001372162450463421,0.33766495547318015,0.08701533413905825
753,1783780246,0.348719,0.336684,0.690239,0.492966,0.848286,0.507313,0.4392,0.7419,0.8702,0.601663,0.000513,0.1423778204109197,0.8194030248237342,0.9338133680768556,0.8507023408018194,12.0,91.0,79.0,2.9016037773956886e-07,0.33752522883122615,0.08701533413905825
754,1783780266,0.349244,0.336973,0.690157,0.492956,0.848287,0.507275,0.4392,0.7417,0.8682,0.601241,0.000308,0.1423778204109197,0.8192536993019401,0.9337012703741193,0.8595274498221338,15.0,92.0,77.0,0.00048313444797982167,0.33796738018185823,0.08701533413905825
755,1783780287,0.348833,0.336747,0.690221,0.492963,0.848287,0.507304,0.4393,0.7416,0.8668,0.601064,0.000185,0.1423778204109197,0.8193715603087017,0.9337895627763152,0.8453868033691645,13.0,92.0,79.0,-0.000378045928762099,0.3381903461273007,0.08701533413905825
756,1783780307,0.349084,0.336885,0.690182,0.49296,0.848287,0.507285,0.4393,0.7414,0.866,0.600755,0.000111,0.1423778204109197,0.8193002071802843,0.9337359447850128,0.855816047384752,12.0,93.0,81.0,0.00023178903279995352,0.33858714228911047,0.08701533413905825
757,1783780328,0.348586,0.336611,0.690261,0.492969,0.848287,0.507321,0.4394,0.7413,0.8692,0.600628,6.7e-05,0.1423778204109197,0.8194429396973807,0.9338428912351062,0.8584852722360925,12.0,96.0,84.0,-0.0004581805123287187,0.33879845960237726,0.08701533413905825
758,1783780349,0.348736,0.336694,0.690237,0.492966,0.848287,0.50731,0.4395,0.7411,0.8715,0.60043,4e-05,0.1423778204109197,0.8194005506406807,0.9338109967114875,0.8378034295757066,14.0,92.0,78.0,0.0001384128744123398,0.339091121721664,0.08701533413905825
759,1783780369,0.3492,0.336949,0.690165,0.492958,0.848288,0.507276,0.4396,0.741,0.8731,0.600263,2.4e-05,0.1423778204109197,0.8192685205130774,0.9337118715907057,0.849833878111703,14.0,86.0,72.0,0.0004273630186720439,0.3393544452051648,0.08701533413905825
760,1783780390,0.348639,0.33664,0.690253,0.492968,0.848288,0.507316,0.4397,0.7409,0.8728,0.600188,1.4e-05,0.1423778204109197,0.8194294369841233,0.9338324566243057,0.8507620568055003,15.0,89.0,74.0,-0.0005168005119464287,0.33951037164361525,0.08701533413905825
761,1783780411,0.348614,0.336626,0.690257,0.492969,0.848288,0.507317,0.4397,0.7408,0.8778,0.600537,0.360008,0.1423778204109197,0.8194370145011349,0.9338380376471583,0.8605044560573919,16.0,94.0,78.0,-2.2631147734875593e-05,0.3391552001505307,0.08701533413905825
762,1783780431,0.349307,0.337008,0.690149,0.492956,0.848288,0.507267,0.4397,0.7406,0.881,0.600699,0.216005,0.1423778204109197,0.8192394931225282,0.9336897947024617,0.8587800060260837,18.0,96.0,78.0,0.000638466177350619,0.33895972010537145,0.08701533413905825
763,1783780452,0.348624,0.336632,0.690256,0.492969,0.848289,0.507316,0.4396,0.7405,0.8758,0.600875,0.129603,0.1423778204109197,0.8194351605733747,0.9338364435834079,0.8414335773688661,8.0,98.0,90.0,-0.0006288023724455018,0.33872860407375993,0.08701533413905825
764,1783780473,0.348376,0.336496,0.690296,0.492973,0.848289,0.507333,0.4396,0.7403,0.8706,0.600943,0.077762,0.1423778204109197,0.8195064080231829,0.933889777666518,0.8447684611725246,11.0,88.0,77.0,-0.00022781743632763627,0.338609782851632,0.08701533413905825
765,1783780494,0.348398,0.336508,0.690292,0.492973,0.848289,0.507331,0.4396,0.7402,0.8664,0.600402,0.046657,0.1423778204109197,0.8195006484192202,0.933885356661637,0.8615763540956843,16.0,91.0,75.0,2.0335281322971938e-05,0.3392125879961424,0.08701533413905825
766,1783780514,0.348398,0.336508,0.690293,0.492973,0.848289,0.507331,0.4397,0.74,0.8634,0.600394,0.027994,0.1423778204109197,0.8195011100976377,0.9338856018202732,0.8645947746487911,12.0,90.0,78.0,2.8346798106712367e-07,0.3392652915972997,0.08701533413905825
767,1783780535,0.347397,0.335957,0.69045,0.492992,0.848289,0.507402,0.4397,0.7399,0.862,0.600613,0.016796,0.1423778204109197,0.8197875586167945,0.9341003373105944,0.8474224321725868,13.0,90.0,77.0,-0.0009210640373292141,0.33903816411810983,0.08701533413905825
768,1783780556,0.347433,0.335977,0.690445,0.492991,0.84829,0.507399,0.4396,0.7397,0.8589,0.600614,0.269943,0.1423778204109197,0.8197775324239303,0.9340927169674299,0.8640235941246933,18.0,89.0,71.0,3.406483012788124e-05,0.33903129488267686,0.08701533413905825
769,1783780577,0.346968,0.335721,0.690518,0.493,0.84829,0.507432,0.4396,0.7396,0.852,0.600614,0.161966,0.1423778204109197,0.8199109386329378,0.9341926711256028,0.8521506933108511,9.0,86.0,77.0,-0.00042797399429724204,0.33902718641787377,0.08701533413905825
770,1783780598,0.346968,0.335721,0.690518,0.493,0.84829,0.507432,0.4396,0.7394,0.8464,0.600592,0.41563,0.1423778204109197,0.8199113965799211,0.9341929142865959,0.8720913033975108,17.0,85.0,68.0,2.814654129214628e-07,0.3390502704925116,0.08701533413905825
771,1783780619,0.34632,0.335365,0.69062,0.493012,0.84829,0.507478,0.4396,0.7393,0.8424,0.600636,0.249378,0.1423778204109197,0.8200969647120852,0.9343319902852207,0.8533850023854981,16.0,88.0,72.0,-0.000595899351865242,0.3389991093447582,0.08701533413905825
772,1783780640,0.346677,0.335561,0.690565,0.493006,0.84829,0.507452,0.4396,0.7391,0.8411,0.600674,0.149627,0.1423778204109197,0.8199955159766243,0.9342558038312827,0.8432388190236975,16.0,90.0,74.0,0.00032851423781050807,0.3389492565413307,0.08701533413905825
773,1783780661,0.348316,0.336463,0.690307,0.492976,0.848291,0.507334,0.4397,0.739,0.8465,0.600094,0.089776,0.1423778204109197,0.8195276584318317,0.9339048109679139,0.8705708063322817,13.0,90.0,77.0,0.0015093985169925906,0.3396253595789315,0.08701533413905825
774,1783780682,0.347682,0.336114,0.690407,0.492988,0.848291,0.507379,0.4398,0.7389,0.8523,0.600257,0.053866,0.1423778204109197,0.8197094460248807,0.9340410521549088,0.8864001861088783,13.0,94.0,81.0,-0.0005839562843321648,0.339500291705252,0.08701533413905825
775,1783780703,0.346579,0.335507,0.690581,0.493009,0.848291,0.507458,0.4398,0.7387,0.8565,0.600372,0.03232,0.1423778204109197,0.8200250104807092,0.9342776261853879,0.8660793852638016,14.0,88.0,74.0,-0.0010146610324111302,0.33939114419367633,0.08701533413905825
