cycle,ts,dopamine,serotonin,glutamate,gaba,noradrenaline,acetylcholine,histamine,orexin,bdnf,adenosine,endocannabinoid_2ag,cortisol,exploration_bias,plasticity_level,adaptive_threshold,survivors,participated,weakened,effectiveness,reciprocal_gate,allostatic_load
388,1783774062,0.353302,0.339205,0.689366,0.492823,0.848158,0.507199,0.4395,0.7947,0.8937,0.601039,0.016796,0.1423778204109197,0.8178058714140457,0.9326774342909414,0.8668435080239547,15.0,90.0,75.0,-0.00022177927980143863,0.33842689478444166,0.08701533413905825
389,1783774075,0.351672,0.338308,0.689623,0.492854,0.848159,0.507314,0.4394,0.7945,0.8945,0.601021,0.010078,0.1423778204109197,0.8182729431913046,0.9330274755846962,0.8512006323458513,12.0,97.0,85.0,-0.0015018957015169975,0.3384213463491091,0.08701533413905825
390,1783774089,0.352217,0.338608,0.689538,0.492844,0.848159,0.507275,0.4394,0.7944,0.8916,0.60115,0.006047,0.1423778204109197,0.8181184134128999,0.9329113165473827,0.8494955982765964,9.0,93.0,84.0,0.0005030798229397267,0.3382526424443764,0.08701533413905825
391,1783774102,0.355197,0.340247,0.689071,0.492788,0.84816,0.507061,0.4394,0.7942,0.887,0.601146,0.003628,0.1423778204109197,0.8172683422640364,0.9322735023139209,0.8551212518617861,17.0,92.0,75.0,0.002749089259403739,0.3382295697110635,0.08701533413905825
392,1783774115,0.352994,0.339036,0.689417,0.492829,0.84816,0.507217,0.4394,0.7941,0.8863,0.601157,0.002177,0.1423778204109197,0.8178988675964683,0.9327461362691682,0.871544485648305,13.0,88.0,75.0,-0.0020298917052324335,0.33819763879774434,0.08701533413905825
393,1783774129,0.350438,0.33763,0.68982,0.492879,0.848161,0.507399,0.4393,0.7939,0.8863,0.601261,0.001306,0.1423778204109197,0.8186303302618333,0.9332944740479198,0.8669299123387567,14.0,91.0,77.0,-0.002353910064278766,0.33806026715842097,0.08701533413905825
394,1783774142,0.350326,0.337568,0.689838,0.492881,0.848161,0.507406,0.4393,0.7938,0.8864,0.601427,0.360784,0.1423778204109197,0.8186636669449878,0.9333192181599088,0.8443401137460796,13.0,93.0,80.0,-0.00010295999472612176,0.33784102701089463,0.08701533413905825
395,1783774155,0.349423,0.337071,0.689981,0.492898,0.848162,0.50747,0.4392,0.7936,0.8878,0.601387,0.21647,0.1423778204109197,0.8189228308306731,0.9335133334898077,0.8573607934937515,13.0,92.0,79.0,-0.0008308745678588212,0.3378509589076263,0.08701533413905825
396,1783774169,0.354843,0.340052,0.68913,0.492796,0.848163,0.507082,0.4392,0.7934,0.8887,0.601262,0.129882,0.1423778204109197,0.8173754821590685,0.9323525652138922,0.8527774383462292,14.0,85.0,71.0,0.004999738429494138,0.3379774112353384,0.08701533413905825
397,1783774182,0.353053,0.339068,0.689411,0.49283,0.848163,0.507209,0.4392,0.7933,0.8876,0.601377,0.077929,0.1423778204109197,0.8178879090035772,0.9327366293833795,0.8652348435372886,17.0,87.0,70.0,-0.0016489357803640367,0.3378427278647368,0.08701533413905825
398,1783774196,0.35543,0.340375,0.689039,0.492785,0.848164,0.507038,0.4392,0.7931,0.8871,0.601421,0.046757,0.1423778204109197,0.81721017632638,0.932228074716094,0.863872498558148,14.0,87.0,73.0,0.002192725739941969,0.33777702950531574,0.08701533413905825
399,1783774209,0.351769,0.338362,0.689613,0.492855,0.848164,0.507299,0.4392,0.793,0.8875,0.601368,0.028054,0.1423778204109197,0.8182571893673225,0.9330130801381328,0.8567230025345832,15.0,93.0,78.0,-0.0033726760750175822,0.33782438065372095,0.08701533413905825
400,1783774222,0.355256,0.34028,0.689067,0.492789,0.848165,0.507049,0.4392,0.7928,0.8955,0.601137,0.016832,0.1423778204109197,0.8172621429772483,0.932266541783866,0.846041202472068,15.0,86.0,71.0,0.003217080212957054,0.3380930064576046,0.08701533413905825
401,1783774236,0.357308,0.341408,0.688744,0.492751,0.848165,0.506901,0.4393,0.7927,0.9033,0.600734,0.010099,0.1423778204109197,0.8166771192846748,0.9318275212459415,0.8622923809761296,14.0,91.0,77.0,0.001894337506460684,0.3385948845203232,0.08701533413905825
402,1783774250,0.351729,0.33834,0.689623,0.492856,0.848166,0.507299,0.4393,0.7926,0.9094,0.601002,0.006059,0.1423778204109197,0.8182722945846718,0.9330236507419457,0.8705433526426098,15.0,87.0,72.0,-0.005140754437615215,0.33834785916422616,0.08701533413905825
403,1783774263,0.353149,0.339121,0.6894,0.492829,0.848166,0.507196,0.4393,0.7924,0.9137,0.601117,0.003635,0.1423778204109197,0.8178677594499838,0.9327199981977434,0.8624627424305888,14.0,91.0,77.0,0.0013097276676014577,0.3382268414149583,0.08701533413905825
404,1783774277,0.352735,0.338893,0.689466,0.492837,0.848167,0.507225,0.4393,0.7923,0.9176,0.601132,0.002181,0.1423778204109197,0.8179869636754666,0.9328091509558069,0.8576896155723877,14.0,93.0,79.0,-0.0003802095551930722,0.3382049289904708,0.08701533413905825
405,1783774291,0.353734,0.339443,0.689308,0.492818,0.848167,0.507153,0.4393,0.7921,0.9209,0.601229,0.001309,0.1423778204109197,0.8177027180003165,0.9325957170668855,0.8403999882963689,16.0,98.0,82.0,0.0009217086953916194,0.3380856302933295,0.08701533413905825
406,1783774304,0.352258,0.338631,0.689541,0.492847,0.848168,0.507258,0.4393,0.792,0.9232,0.601206,0.000785,0.1423778204109197,0.8181256393858461,0.9329126592483394,0.866732872159135,14.0,96.0,82.0,-0.0013599573542175131,0.3380971612053306,0.08701533413905825
407,1783774318,0.354864,0.340064,0.689132,0.492798,0.848168,0.507071,0.4393,0.7918,0.9275,0.600953,0.000471,0.1423778204109197,0.817382223015487,0.9323548488841396,0.8426275870925981,14.0,92.0,78.0,0.002404302832656478,0.3383876728437315,0.08701533413905825
408,1783774332,0.353174,0.339135,0.689398,0.49283,0.848169,0.50719,0.4394,0.7917,0.9293,0.600756,0.000283,0.1423778204109197,0.817866164794786,0.9327175578998667,0.8636350036477097,13.0,86.0,73.0,-0.0015572303408882715,0.338646390990612,0.08701533413905825
409,1783774345,0.35128,0.338093,0.689697,0.492866,0.848169,0.507325,0.4394,0.7915,0.9258,0.600843,0.00017,0.1423778204109197,0.8184087021847444,0.933124214387714,0.8574013734584245,11.0,92.0,81.0,-0.0017453946740713304,0.33858693369342835,0.08701533413905825
410,1783774359,0.350572,0.337704,0.689809,0.492879,0.84817,0.507375,0.4395,0.7914,0.9233,0.600701,0.000102,0.1423778204109197,0.8186119855907076,0.9332764311481543,0.8446219938326094,15.0,93.0,78.0,-0.0006511670756430706,0.3387737735853998,0.08701533413905825
411,1783774373,0.352358,0.338686,0.689529,0.492846,0.84817,0.507246,0.4395,0.7913,0.9201,0.600899,6.1e-05,0.1423778204109197,0.8181028794734716,0.9328943565232709,0.8647127539042383,12.0,89.0,77.0,0.0016466805339051618,0.33857152150977987,0.08701533413905825
412,1783774387,0.349687,0.337217,0.689949,0.492896,0.848171,0.507436,0.4395,0.7911,0.9178,0.600919,3.7e-05,0.1423778204109197,0.8188671166270678,0.9334672901050947,0.8769356214160806,15.0,84.0,69.0,-0.002459334835802827,0.33854494505684585,0.08701533413905825
413,1783774400,0.351926,0.338448,0.689598,0.492855,0.848171,0.507275,0.4395,0.791,0.9151,0.600857,2.2e-05,0.1423778204109197,0.8182285855676502,0.93298814827727,0.868661684933614,12.0,93.0,81.0,0.002063933885909443,0.3386135015397921,0.08701533413905825
414,1783774414,0.353267,0.339186,0.689388,0.49283,0.848172,0.507179,0.4395,0.7908,0.9132,0.600872,1.3e-05,0.1423778204109197,0.8178466270890487,0.9327014366317197,0.8555676229877859,14.0,90.0,76.0,0.0012367735964291732,0.33860039107785445,0.08701533413905825
415,1783774428,0.353243,0.339173,0.689392,0.49283,0.848172,0.50718,0.4395,0.7907,0.9131,0.600863,0.336473,0.1423778204109197,0.8178544987072186,0.9327070983019821,0.837630246148245,15.0,94.0,79.0,-2.115999201061798e-05,0.338612333754498,0.08701533413905825
416,1783774442,0.352543,0.338788,0.689503,0.492844,0.848173,0.507229,0.4395,0.7905,0.913,0.600833,0.201884,0.1423778204109197,0.8180556559935755,0.9328577249632108,0.8660156515436894,14.0,92.0,78.0,-0.0006447454587223956,0.3386497936281487,0.08701533413905825
417,1783774456,0.351698,0.338323,0.689636,0.49286,0.848173,0.507288,0.4395,0.7904,0.9121,0.60101,0.12113,0.1423778204109197,0.8182980784638798,0.9330393012488393,0.8484383904277821,12.0,95.0,83.0,-0.0007777042506934065,0.3384461555397039,0.08701533413905825
418,1783774470,0.351295,0.338101,0.6897,0.492867,0.848174,0.507316,0.4394,0.7902,0.9098,0.601079,0.072678,0.1423778204109197,0.8184145037449085,0.9331263803755838,0.8501997761289143,16.0,88.0,72.0,-0.000371279957870217,0.3383460888777927,0.08701533413905825
419,1783774484,0.352334,0.338673,0.689537,0.492848,0.848174,0.507241,0.4394,0.7901,0.9084,0.601058,0.043607,0.1423778204109197,0.8181186664077869,0.9329042632684431,0.851628590044428,17.0,88.0,71.0,0.0009585606728593361,0.3383491222144549,0.08701533413905825
420,1783774498,0.352112,0.33855,0.689573,0.492853,0.848175,0.507256,0.4394,0.7899,0.9076,0.60091,0.026164,0.1423778204109197,0.8181832622457657,0.93295247176903,0.8644230143798394,14.0,94.0,80.0,-0.00020419862276983687,0.3385111855501183,0.08701533413905825
421,1783774512,0.352228,0.338614,0.689555,0.492851,0.848175,0.507247,0.4395,0.7898,0.9081,0.600718,0.015698,0.1423778204109197,0.8181511840520067,0.9329281754689103,0.8416445393061928,13.0,90.0,77.0,0.00010764382591201265,0.3387475898850828,0.08701533413905825
422,1783774526,0.353086,0.339086,0.689421,0.492835,0.848176,0.507185,0.4395,0.7897,0.9081,0.600795,0.009419,0.1423778204109197,0.8179070556751314,0.9327448422512649,0.8470658441224321,13.0,86.0,73.0,0.0007918755573825671,0.33868781291955796,0.08701533413905825
423,1783774539,0.353622,0.339381,0.689337,0.492825,0.848176,0.507146,0.4395,0.7895,0.9097,0.600713,0.005651,0.1423778204109197,0.8177550509636689,0.9326306024992252,0.8687378922951862,14.0,94.0,80.0,0.0004946829817752136,0.33879662904369046,0.08701533413905825
424,1783774554,0.35488,0.340073,0.68914,0.492801,0.848177,0.507055,0.4396,0.7894,0.9108,0.600268,0.003391,0.1423778204109197,0.8173968168771655,0.9323616914292059,0.8457125734364009,15.0,91.0,76.0,0.0011606138015749672,0.3393405003305833,0.08701533413905825
425,1783774569,0.350986,0.337931,0.689753,0.492875,0.848177,0.507333,0.4397,0.7893,0.9042,0.600192,0.002035,0.1423778204109197,0.8185104683195261,0.9331966952159088,0.8847672846324055,9.0,91.0,82.0,-0.003587184864412045,0.33949939023140835,0.08701533413905825
426,1783774583,0.350221,0.33751,0.689874,0.492889,0.848178,0.507386,0.4397,0.7891,0.8952,0.60034,0.001221,0.1423778204109197,0.8187301966390044,0.9333612573673185,0.8722347767694794,19.0,89.0,70.0,-0.0007043292535373336,0.33938277316198584,0.08701533413905825
427,1783774597,0.354255,0.339729,0.68924,0.492814,0.848178,0.507097,0.4398,0.789,0.8847,0.600193,0.000733,0.1423778204109197,0.8175785029059898,0.9324972536830389,0.8692895561386461,9.0,90.0,81.0,0.0037214532544853425,0.3395782012133901,0.08701533413905825
428,1783774611,0.353114,0.339101,0.68942,0.492836,0.848179,0.507178,0.4398,0.7889,0.8777,0.6002,0.00044,0.1423778204109197,0.817905817801891,0.9327425071709592,0.8683294165737312,15.0,90.0,75.0,-0.0010520740168846847,0.3396038408493731,0.08701533413905825
429,1783774625,0.352286,0.338646,0.689551,0.492851,0.848179,0.507236,0.4398,0.7887,0.874,0.600092,0.000264,0.1423778204109197,0.8181434756191437,0.9329205185472562,0.8568728693048622,14.0,92.0,78.0,-0.0007626125208336412,0.33975412859456117,0.08701533413905825
430,1783774640,0.353499,0.339313,0.689361,0.492829,0.84818,0.507149,0.4399,0.7886,0.8715,0.600049,0.000158,0.1423778204109197,0.8177979870945363,0.9326611708613912,0.8691625971811285,14.0,89.0,75.0,0.0011189634112257192,0.3398344700161927,0.08701533413905825
431,1783774654,0.350762,0.337808,0.689792,0.49288,0.84818,0.507344,0.4399,0.7885,0.8691,0.600158,9.5e-05,0.1423778204109197,0.8185810815758844,0.933248261121114,0.8654568413195728,12.0,99.0,87.0,-0.0025211240716359736,0.33973198901133494,0.08701533413905825
432,1783774668,0.349503,0.337116,0.68999,0.492904,0.848181,0.507433,0.4399,0.7883,0.8661,0.600183,5.7e-05,0.1423778204109197,0.8189416857998015,0.9335184843757922,0.8562878252902758,11.0,90.0,79.0,-0.0011583694469371822,0.3397070523079344,0.08701533413905825
433,1783774682,0.352537,0.338784,0.689514,0.492847,0.848181,0.507215,0.4399,0.7882,0.8635,0.60038,3.4e-05,0.1423778204109197,0.818075897058377,0.9328689135914175,0.8617826745327143,12.0,91.0,79.0,0.0027972157789391138,0.33947463661555405,0.08701533413905825
434,1783774696,0.35166,0.338302,0.689652,0.492865,0.848182,0.507277,0.4398,0.788,0.862,0.600525,2e-05,0.1423778204109197,0.8183276643102766,0.9330575104839335,0.8641454743661768,13.0,91.0,78.0,-0.0008080485051026278,0.3392787456308879,0.08701533413905825
435,1783774710,0.351346,0.338129,0.689702,0.492871,0.848182,0.507299,0.4398,0.7879,0.8641,0.600606,1.2e-05,0.1423778204109197,0.8184182792363054,0.9331252438109056,0.8704029666089316,16.0,87.0,71.0,-0.0002882538495792937,0.33914754194162156,0.08701533413905825
436,1783774725,0.350193,0.337495,0.689884,0.492892,0.848183,0.50738,0.4397,0.7877,0.8719,0.600587,7e-06,0.1423778204109197,0.8187488303505199,0.9333729299548557,0.840656731373526,14.0,95.0,81.0,-0.0010617470788683082,0.3391348193591351,0.08701533413905825
437,1783774739,0.350468,0.337646,0.689841,0.492887,0.848183,0.50736,0.4397,0.7876,0.8812,0.600718,4e-06,0.1423778204109197,0.8186713911668917,0.9333146240482605,0.8625711773281427,11.0,92.0,81.0,0.0002536553491831235,0.33895803355139453,0.08701533413905825
438,1783774753,0.352656,0.33885,0.689498,0.492846,0.848183,0.507203,0.4396,0.7874,0.8887,0.600815,2e-06,0.1423778204109197,0.8180471458659768,0.9328462142235522,0.8664239680172827,13.0,86.0,73.0,0.002017958811350471,0.3388115234859761,0.08701533413905825
439,1783774768,0.352435,0.338728,0.689533,0.49285,0.848184,0.507218,0.4396,0.7873,0.8938,0.600897,1e-06,0.1423778204109197,0.8181115037949137,0.932894257488118,0.863853826790908,12.0,90.0,78.0,-0.0002036810483238922,0.3386801064401832,0.08701533413905825
440,1783774782,0.351586,0.338261,0.689667,0.492866,0.848184,0.507278,0.4396,0.7871,0.8974,0.600817,1e-06,0.1423778204109197,0.8183549523563184,0.9330766193909708,0.8557307704325785,14.0,92.0,78.0,-0.0007812720641505263,0.3387399145081282,0.08701533413905825
441,1783774796,0.352638,0.33884,0.689502,0.492848,0.848185,0.507202,0.4395,0.787,0.9,0.601038,1e-06,0.1423778204109197,0.8180553643971687,0.9328517045644115,0.869941357710408,14.0,90.0,76.0,0.0009704773651686213,0.3384650001556898,0.08701533413905825
442,1783774810,0.351401,0.33816,0.689697,0.492871,0.848185,0.507289,0.4394,0.7868,0.903,0.601242,1e-06,0.1423778204109197,0.8184098605421407,0.9331173534740324,0.8664840274826611,12.0,88.0,76.0,-0.0011394024904352723,0.33818654010898275,0.08701533413905825
443,1783774825,0.353654,0.339398,0.689344,0.492829,0.848186,0.507128,0.4394,0.7866,0.9058,0.601242,1e-06,0.1423778204109197,0.8177673861936071,0.9326352751687155,0.8425594793822165,13.0,91.0,78.0,0.00207729242891845,0.33813441807628786,0.08701533413905825
444,1783774839,0.350528,0.337679,0.689836,0.492888,0.848186,0.50735,0.4393,0.7865,0.9077,0.601374,1e-06,0.1423778204109197,0.8186613816983084,0.9333055499056353,0.8501665194796999,13.0,84.0,71.0,-0.002878702473975937,0.33794217265340154,0.08701533413905825
445,1783774854,0.351967,0.338471,0.68961,0.492861,0.848187,0.507247,0.4393,0.7863,0.9108,0.601411,1e-06,0.1423778204109197,0.818251297791793,0.9329977657335895,0.8480995552386767,15.0,86.0,71.0,0.0013266752372553293,0.33785634085738103,0.08701533413905825
446,1783774868,0.352462,0.338743,0.689533,0.492851,0.848187,0.507211,0.4392,0.7861,0.9134,0.601444,1e-06,0.1423778204109197,0.8181109723762007,0.9328923010763355,0.8578199475556071,13.0,89.0,76.0,0.00045657162867578614,0.3377832186001668,0.08701533413905825
447,1783774882,0.351669,0.338307,0.689658,0.492866,0.848188,0.507266,0.4392,0.786,0.9123,0.601588,1e-06,0.1423778204109197,0.8183386617980364,0.9330628481909218,0.8441723485860025,17.0,90.0,73.0,-0.000730540963317395,0.3375852130201167,0.08701533413905825
448,1783774897,0.353345,0.339229,0.689395,0.492835,0.848188,0.507146,0.4391,0.7858,0.9094,0.601715,1e-06,0.1423778204109197,0.8178606420703959,0.932704114084356,0.8772649606235745,11.0,88.0,77.0,0.001546375158534632,0.3373975491140816,0.08701533413905825
449,1783774911,0.353644,0.339393,0.689348,0.49283,0.848189,0.507124,0.4391,0.7857,0.9082,0.601603,1e-06,0.1423778204109197,0.8177762667062987,0.9326406138886052,0.8601214465080756,14.0,93.0,79.0,0.00027612683236776225,0.3374872443798571,0.08701533413905825
450,1783774926,0.351978,0.338477,0.68961,0.492862,0.848189,0.507242,0.4391,0.7855,0.9072,0.601586,1e-06,0.1423778204109197,0.8182532283297981,0.9329981170689282,0.8465222939504707,13.0,100.0,87.0,-0.0015347134191755465,0.3374916910659,0.08701533413905825
451,1783774940,0.349783,0.337269,0.689956,0.492903,0.848189,0.507398,0.439,0.7853,0.9037,0.601704,1e-06,0.1423778204109197,0.8188815672315404,0.9334691538405445,0.8650911832434641,17.0,96.0,79.0,-0.0020217818750206625,0.3373436637461299,0.08701533413905825
452,1783774955,0.35182,0.33839,0.689636,0.492865,0.84819,0.507252,0.439,0.7852,0.9,0.60179,1e-06,0.1423778204109197,0.8183005808687652,0.9330331972936345,0.8549882903062958,11.0,93.0,82.0,0.0018777981118109923,0.3372211646222909,0.08701533413905825
453,1783774970,0.353275,0.33919,0.689408,0.492837,0.84819,0.507147,0.439,0.785,0.8967,0.601602,1e-06,0.1423778204109197,0.817885869587525,0.9327219476850042,0.8602993637074494,12.0,89.0,77.0,0.0013420025510351222,0.3374174552356036,0.08701533413905825
454,1783774984,0.34932,0.337015,0.69003,0.492912,0.848191,0.507429,0.4391,0.7849,0.8945,0.601159,1e-06,0.1423778204109197,0.8190169139004654,0.9335700153964208,0.8642971007879657,14.0,94.0,80.0,-0.0036419257982713595,0.3379459986649225,0.08701533413905825
455,1783774999,0.353062,0.339073,0.689443,0.492842,0.848191,0.507161,0.4392,0.7847,0.8913,0.600933,1e-06,0.1423778204109197,0.8179487246534953,0.9327686585596133,0.8531155352974411,17.0,90.0,73.0,0.0034504592919239563,0.3382725590654456,0.08701533413905825
456,1783775014,0.354701,0.339974,0.689186,0.492811,0.848192,0.507043,0.4392,0.7846,0.8799,0.601084,1e-06,0.1423778204109197,0.8174814766924466,0.9324180083062703,0.8661911303416817,7.0,88.0,81.0,0.0015120999358072893,0.338164771345812,0.08701533413905825
457,1783775028,0.352813,0.338936,0.689483,0.492847,0.848192,0.507177,0.4393,0.7845,0.8727,0.601065,1e-06,0.1423778204109197,0.8180217451964159,0.932822996018043,0.8610882534405286,16.0,95.0,79.0,-0.0017394048306612147,0.3382174399420684,0.08701533413905825
458,1783775043,0.355132,0.340211,0.689119,0.492804,0.848193,0.507011,0.4393,0.7843,0.868,0.601256,1e-06,0.1423778204109197,0.8173601885110956,0.9323266154515448,0.8665522217794003,17.0,91.0,74.0,0.0021395927185821266,0.3380156279594478,0.08701533413905825
459,1783775058,0.352284,0.338645,0.689567,0.492858,0.848193,0.507214,0.4393,0.7842,0.863,0.60123,1e-06,0.1423778204109197,0.8181747759821035,0.9329373436133498,0.8435530644933072,11.0,95.0,84.0,-0.0026241149862873555,0.33803873957161334,0.08701533413905825
460,1783775072,0.353173,0.339134,0.689428,0.492841,0.848193,0.507149,0.4393,0.784,0.8596,0.601038,1e-06,0.1423778204109197,0.8179219126216583,0.9327474842599959,0.8519771627171,15.0,89.0,74.0,0.0008196432921130875,0.3382632777001294,0.08701533413905825
461,1783775087,0.354144,0.339668,0.689276,0.492823,0.848194,0.507079,0.4393,0.7839,0.8573,0.601091,1e-06,0.1423778204109197,0.8176454567752374,0.9325399311479822,0.8548812303059116,17.0,92.0,75.0,0.0008960028360699956,0.33822351439009046,0.08701533413905825
